% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,% Silica Concentrate
"48,81","25,31","1036,956125","335,578","376,7334561404","10,167","1,59787","300,865","297,617","298,65","1,33"
"55,17","14,35","1720,4","602,867","396,395","9,6989","1,53743","249,609","243,202","252,615","5,0485291397"
"64,03","6,26","3412,19","510,562","397,924","9,98033","1,68806","299,713","302,717","302,729","2,1"
"53,48","20,98","2200,73","518,501","401,59","9,48943","1,73402","299,487","301,704","301,145","1,56"
"58,95","8,94","4517,87","437,012","401,66","10,0896","1,75","252,686","247,412","247,852","4,17"
"52,3","17,83","3325,95","515,767","411,092","9,77236","1,71959","298,013","302,301","297,297","1,28"
"53,54","18,74","2740,7566666667","481,576","414,2430546022","9,79405","1,58334","269,726","299,885","299,159","3,4418136952"
"50,22","23,8","1819,8","592,66","403,754","9,53869","1,80873","250,353","249,154","248,387","3,93"
"64,03","6,26","4478,52","399,17","396,973","9,84317","1,54383","250,688","247,852","249,428","3,41"
"55,88","12,82","4147,56","578,882","412,752","9,63171","1,67897","299,551","304,212","298,2","2,8"
"56,41","14,53","4003,03","484,27","400,781","9,56982","1,65299","249,986","255,008","251,451","2,33"
"64,03","6,26","3711,74","603,027","405,6818801262","9,67019","1,73191","249,852","252,486","249,609","5,1463041065"
"57,46","10,8","4438,48","538,834","401,449","10,1064","1,72081","297,908","245,014","299,886","1,73"
"51,3","24,52","4133,14","391,938","402,015","9,68907","1,55961","250,127","252,242","249,107","2,15"
"57,44","14,09","4025,62","449,594","396,799","9,60466","1,66009","250,012","251,243","249,111","1,09"
"57,46","10,8","4235,34","640,369","405,19","10,2104","1,6961","302,762","255,909","301,183","1,69"
"49,56","24,2","1689,7146153846","541,024","379,166","9,50125","1,71137","300,736","304,388","300,878","3,12"
"59,78","9,29","1557,32","541,062","400,31","9,44231","1,73542","299,769","300,031","301,321","3,9101903251"
"57,46","10,8","3769,88","496,046","406,673","10,2133","1,65949","251,08","301,398","303,931","2,19"
"54,4","18,52","3288,45","331,541","377,2264455959","9,19155","1,65239","297,72","293,315","300,526","2,77"
"56,64","13,52","537,934","282,07","394,933","10,3681","1,5199717617","299,681","295,595","300,475","3,14"
"52,61","20,24","3693,22","564,549","408,374625889","9,36893","1,67733","250,485","250,284","248,957","3,05"
"58,26","12,88","3184,62","538,35","380,4476086957","8,7540691379","1,69816","299,487","303,617","302,344","1,21"
"52,61","20,24","3723,66","566,863","412,6162958748","9,79801","1,69644","249,504","251,5","249,677","1,87"
"52,78","17,22","5406,43","439,477","406,658","9,89016","1,69906","250,48","252,182","248,942","1,23"
"56,22","14,28","2467,65","552,948","406,117","9,52731","1,75024","250,089","246,915","249,349","4,0837119114"
"56,2","13,03","3523,72","676,193","417,2103106796","9,38127","1,7067","299,478","302,573","301,178","1,47"
"64,03","6,26","2287,36","404,624","400,4","9,60272","1,55405","299,655","243,175","300,711","1,66"
"56,22","14,28","3369,79","556,369","417,0103759591","10,2343","1,71301","251,023","245,633","249,535","1,83"
"64,03","6,26","1927,7","530,043","398,185","9,58182","1,64495","300,359","246,324","300,016","1,73"
"57,46","10,8","4773,28","538,031","404,652","10,4124","1,70182","300,453","297,717","299,268","2,15"
"64,03","6,26","2793,5173846154","427,177","400,255","10,2378","1,641","300,067","298,653","301,869","1,49"
"52,67","17,88","683,4904626168","247,6499760479","397,7901968912","9,31225","1,5199832875","177,4170463483","183,8843695183","197,6129906542","2,4"
"56,95","12,94","1313,99","553,026","397,897","9,92951","1,75294","237,085","250,824","250,049","3,6231068278"
"64,03","6,26","4646,91","444,542","399,456","9,88536","1,62028","300,366","295,638","298,76","3,6945706371"
"53,55","19,94","1804,13175","641,659","417,0385319149","9,95251","1,68956","303,145","300,277","300,289","3,81"
"55,53","13,32","2643,78","287,227","379,5754084992","10,4147","1,60257","300,179","297,64","298,305","1,13"
"56,08","15,23","2514,07","426,266","395,336","9,62417","1,69641","300,892","294,132","302,335","1,1"
"53,51","16,52","2080,13","555,902","402,708","9,82162","1,75519","250,475","247,275","248,857","4,36"
"48,81","25,31","3596,14","543,775","382,537","9,84902","1,68937","300,865","304,12","299,647","2,18"
"53,68","19,08","2107,31","457,947","376,3658108108","9,98531","1,62796","300,963","300,191","301,886","1,12"
"49,08","26,83","5514,85","727,3459834025","391,9079816514","10,1244","1,71719","300,775","296,018","299,897","2,04"
56,"13,81","852,7737391304","494,549","397,679","9,62494","1,71303","299,927","302,431","300,482","1,02"
"59,72","9,22","2211,78","571,136","396,124","9,32556","1,77587","176,1211463772","186,2053337429","186,078119469","3,11"
"57,35","12,27","4380,27","437,378","396,152","9,63281","1,74","248,071","251,016","248,95","2,4"
"60,02","8,87","2483,48","391,073","379,1675","9,7237","1,71807","300,493","300,103","300,396","1,59"
"64,03","6,26","734,327","242,6406322581","400,953","9,56784","1,5209162214","299,243","252,573","299,13","2,09"
"55,03","17,05","3610,31","573,093","385,117","9,07341","1,732","300,151","302,139","302,197","1,63"
"48,81","25,31","2906,25","377,382","379,7215833333","10,1044","1,68667","299,949","296,004","300,322","0,91"
"64,03","6,26","1454,46","483,317","394,355","9,86761","1,63757","299,224","303,456","297,136","1,16"
"64,03","6,26","3182,58","624,553","400,747","9,94633","1,75958","300,409","294,031","298,52","2,1"
"52,67","17,88","485,678","479,659","410,9063125","9,69802","1,5199995218","300,806","302,322","298,29","1,98"
"46,57","27,31","2806,91","463,313","377,255","9,84702","1,61491","299,64","308,039","301,64","2,41"
"49,57","25,64","1836,76","465,856","394,804","9,73992","1,69103","249,921","245,548","248,248","1,65"
"48,77","27,23","2137,29","321,4238947368","405,0820285714","9,83432","1,6059425926","298,938","294,843","301,69","1,27"
"48,81","25,31","3113,28","487,373",379,"10,1339","1,70079","300,458","303,034","301,68","1,82"
"48,81","25,31","3438,17","558,982","391,358","9,58461","1,69095","300,132","303,456","298,828","2,58"
"54,56","17,66","731,618","504,694","404,567","9,62285","1,77419","250,756","248,154","249,455","1,49"
"51,34","23,16","3961,2","521,99","378,971","10,1342","1,65714","300,636","302,804","300,988","5,13"
"64,03","6,26","2915,7","440,011","401,94","9,41395","1,7002","301,235","249,399","299,946","1,9"
"53,88","17,51","3783,04","529,577","399,668","10,0449","1,66554","299,759","299,614","297,74","1,62"
"55,94","13,85","2352,64","465,514","418,2983721973","9,84719","1,60698","297,691","307,03","298,465","3,77"
"59,16","10,69","4227,73","427,673","405,22","9,81063","1,74","249,269","251,323","251,093","4,17"
"51,71","20,44","2062,87","433,087","395,593","9,73825","1,70173","300,037","304,322","299,102","2,13"
"60,4","8,69","2161,12236","626,263","399,143","9,85698","1,75481","301,505","306,933","299,741","4,15"
"57,46","10,8","3961,12","615,234","398,516","10,3462","1,74883","297,139","297,912","298,81","2,07"
"62,79","4,2","3154,1","451,156","399,401","9,55418","1,58406","299,824","303,157","300,509","1,77"
"57,46","10,8","3634,69","546,783","405,642","10,2912","1,70734","248,071","299,173","299,911","5,49"
"48,81","25,31","4272,06","494,283","417,8638184143","10,0283","1,71425","299,487","297,876","299,319","1,44"
"53,67","19,11","6285,2326760563","526,224","384,668","9,70822","1,74231","301,245","303,363","302,63","2,46"
"56,65","14,83","3016,91","527,348","402,366","9,31251","1,72165","249,39","248,774","250,752","2,8"
"57,34","13,06","2465,54","567,697","408,022","9,578","1,77771","249,736","252,048","248,827","2,03"
"49,75","23,2","3246,18","502,102","385,329","9,13965","1,66292","300,707","306,689","301,628","1,65"
"64,46","2,77","3371,11","489,989","383,956","8,7533782554","1,74255","299,741","301,228","298,923","3,39"
"56,95","12,94","2910,28","552,462","396,722","9,9283","1,755","219,541","217,65","219,424","3,6242829141"
"59,72","9,22","648,16185","550,676","399,276","9,59889","1,76117","199,951","200,702","199,15","3,11"
"52,61","20,24","1157,5159842056","274,1355403112","401,6189258598","9,04736","1,5204916138","210,1165651275","190,6927871598","196,2437442348","5,03"
"55,51","15,83","3879,32","486,94","398,669","10,3699","1,7176","299,698","299,788","299,75","1,04"
"58,61","8,99","4498,2","530,073","401,118","10,1651","1,69354","249,862","250,426","251,214","1,11"
"64,03","6,26","3638,92","338,315","396,785","9,83553","1,60478","301,224","298,349","298,807","1,44"
"64,03","6,26","2847,42","594,522","395,763","9,92434","1,7049","299,085","298,847","298,365","1,92"
"64,03","6,26","4991,11","503,249","393,918","9,79765","1,6096","249,18","248,469","251,388","1,95"
"58,82","11,46","3627,44","482,788","377,4166666667","9,78173","1,75","251,971","250,378","249,609","2,43"
"51,27","22,72","4244,1","577,433","397,336","10,2278","1,69464","300,23","296,457","300,063","3,25"
"64,03","6,26","1826,3968082524","245,0970501253","400,9696446701","9,42825","1,521443045","299,477","235,4847643312","298,491","1,9"
"64,03","6,26","3182,05","470,377","397,559","9,83978","1,57105","299,707","308,101","298,389","2,05"
"51,34","23,16","4199,22","354,656","380,2852360248","9,72566","1,67154","302,12","297,985","298,421","1,95"
"52,58","20,42","2946,58","668,289","416,495","10,0591","1,75998","298,595","307,013","297,25","1,87"
"56,57","13,47","640,0456188077","308,1844740381","379,0698879577","9,11572","1,5297618822","250,662","251,7","249,564","1,68"
"52,61","20,24","4175,74","467,584","397,516","9,88003","1,71389","249,609","248,977","251,471","2,5"
"49,91","24,49","3681,07","517,289","398,853","9,78778","1,70698","298,18","294,12","300,366","4,41"
"58,84","11,46","3007,81","564,087","393,369","9,73898","1,77","247,83","247,104","251,675","2,03"
"64,46","2,77","2426,31","521,717","387,908","8,91282","1,7195","299,55","300,955","298,248","2,39"
"64,03","6,26","3269,53","543,213","392,285","9,97662","1,73389","250,488","248,511","248,511","3,8"
"55,88","12,82","3521,67","562,569","417,5887142857","9,59822","1,68169","298,389","296,925","300,184","4,11"
"64,03","6,26","2261,56","530,465","392,965","9,95388","1,71692","298,632","252,075","298,926","1,42"
"57,46","10,8","5670,15","546,272","401,537","9,89855","1,72327","249,881","247,952","252,078","1,57"
"63,64","3,77","3095,18","444,267","376,465","8,90531","1,71405","297,946","301,747","298,602","2,31"
"52,58","18,63","3440,9","397,13","403,518","9,48006","1,5258","297,908","301,89","299,446","1,92"
"55,17","14,35","2326,64","400,654","398,722","9,45396","1,54874","251,285","256,1","248,511","2,4372828096"
"64,03","6,26","5273,78","518,763","397,947","10,0834","1,70163","249,355","252,074","248,893","1,77"
"57,46","10,8","4752,3","623,383","400,613","10,2644","1,74303","300,366","301,349","301,865","4,4259500693"
"51,87","18,78","4528,85","670,075","403,341","9,87277","1,75211","299,788","304,689","300,366","2,92"
"64,03","6,26","3552,31","570,001","402,333","10,0021","1,6964","300,514","301,27","301,305","1,61"
"64,03","6,26",365,"505,137","400,127","10,0815","1,67733","300,45","256,772","299,886","1,45"
"64,03","6,26","3094,32","434,886","401,933","9,83739","1,60642","299,086","251,988","299,836","1,09"
"59,72","9,22","2216,43","576,054","398,492","9,46345","1,7782","200,126","199,382","199,478","3,11"
"57,41","11,81","2092,27","538,14","404,27","9,82082","1,64537","249,837","243,012","252,446","2,74"
"48,05","28,54","381,828917458","517,4068141741","377,321946281","9,8165713531","1,5203506979","179,4237662897","212,4788090909","232,1953425975","3,9181423575"
"51,34","23,16","1757,81","638,5","379,1083333333","9,8158","1,79818","299,282","303,993","302,058","5,0666019417"
"58,26","12,88","2457,48","267,092","376,9005","8,9417","1,5203075","299,436","305,87","299,319","1,21"
"64,03","6,26","2961,14","505,346","395,532","10,243","1,66871","299,924","303,232","300,584","1,05"
"53,55","19,94","1288,96625","288,362","399,785","9,79531","1,5209457985","299,987","297,311","298,828","2,08"
"48,81","25,31","4387,59","538,72","383,957","10,3149","1,76191","299,707","299,433","298,523","1,25"
"58,05","11,85","1558,57","427,804","399,794","9,81834","1,73525","176,2512622799","205,9252723174","195,8306690647","4,42"
"55,17","14,35","1914,89","399,789","396,965","9,65807","1,54864","247,849","237,828","249,92","4,9"
"48,81","25,31","2749,97","479,525","380,624","9,9448","1,74388","298,457","291,357","298,018","1,68"
"46,76","27,94","3979,03","460,488","399,156","9,80492","1,55915","299,234","300,874","302,056","1,87"
"54,59","17,81","5627,31","572,034","400,0581435768","9,36328","1,69104","300,68","296,099","299,96","2,14"
"58,84","11,46","2991,02","549,316","395,435","10,1288","1,75","249,609","249,609","248,456","4,92"
"50,99","22,93","2961,85","462,264","402,291","10,0733","1,67813","302,467","297,896","298,746","2,31"
"56,39","13,53","1736,28","415,422","397,613","9,55085","1,76803","249,308","249,215","250,72","1,39"
"52,3","17,83","4238,16","455,057","402,399","10,0146","1,73433","297,3","298,389","300,29","1,23"
"55,26","14,18","3880,09","658,569","416,1758140496","9,98946","1,70265","300,586","292,676","297,949","3,84"
"48,81","25,31","4292,15","429,645","377,9382583732","9,79356","1,71316","300,276","287,409","298,518","1,97"
"64,03","6,26","1530,294","551,325","391,453","10,0795","1,71978","299,78","303,981","299,86","1,3"
"57,38","10,58","3406,69","559,161","398,435","9,61133","1,73294","295,848","301,317","300,749","1,29"
"55,4","16,83","3092,39","598,252","398,485","10,0302","1,7243","299,662","299,755","302,169","1,18"
"62,51","6,85","2330,11","419,512","379,4026571429","8,7547720058","1,6529","299,158","301,062","298,901","2,19"
"57,46","10,8","770,75","577,853","395,805","10,1268","1,699","249,266","299,966","300,243","2,07"
"64,03","6,26","3181,76","517,151","402,909","10,1626","1,61814","299,688","302,072","299,436","1,13"
"52,17","18,69","1205,1523529412","470,829","401,312","9,36787","1,74413","220,959","220,072","219,969","1,9"
"48,81","25,31","2308,9","443,672","378,864","9,98978","1,68566","299,135","296,927","300,2","2,21"
"52,9","18,04","3329,91","496,991","379,1288323699","9,76844","1,74689","300,753","303,557","298,687","1,96"
"45,6","29,92","4905,23","604,724","395,889","9,67964","1,74319","299,764","297,501","301,403","3,3343646409"
"59,78","9,29","1286,74","565,973","397,3","9,53567","1,78969","299,66","299,44","298,504","2,71"
"53,51","16,52","2420,28","556,26","402,497","10,1989","1,76536","250,015","244,551","248,882","4,7"
"56,77","11,98","1209,34","544,5","398,691","9,48391","1,73977","250,276","252,88","249,448","1,77"
"56,7","11,65","3274,25","595,3426666667","415,564","9,2954","1,71663","300,738","296,769","298,696","2,46"
"55,53","13,32","1745,9732312838","293,9633296156","384,6357894334","9,8350642377","1,6682631394","299,273","294,467","298,695","1,19"
"59,66","9,09","3026,95","557,983","406,523","9,89918","1,76","249,917","249,082","249,478","3,865"
"64,03","6,26","2163,71","436,082","403,113","10,1937","1,69962","300,294","302,085","297,538","1,01"
"55,4","14,93","1913,71","514,487","405,558","9,45357","1,72917","235,586","242,604","249,906","3,8"
"53,55","19,94","291,0422","518,13","396,819","9,93009","1,62997","298,943","295,459","299,77","2,08"
"52,9","18,04","2259,4754166667","618,44","378,7285","9,53767","1,81319","299,483","304,035","304,492","2,31"
"64,03","6,26","2896,39","409,723","396,593","9,80283","1,70886","298,824","303,653","298,018","1,39"
"55,19","16,82","2054,54","508,076","399,06","9,24988","1,75575","250,431","249,172","248,618","1,88"
"51,93","21,05","1331,4985","402,762","377,7221276596","9,83617","1,68125","300,866","301,788","299,367","1,26"
"64,03","6,26","3222,53","280,842","396,247","9,59663","1,5210338843","251,127","252,657","250,182","2,1"
"53,64","19,08","2188,54","527,281","402,569","10,0133","1,78114","299,806","296,631","300,457","2,79"
"60,23","8,51","2420,69","584,434","399,266","9,67544","1,78584","252,093","249,655","248,473","1,04"
"55,53","13,32","3107,92","534,454","417,4314166667","9,93514","1,68822","299,517","298,111","302,51","2,06"
"51,62","19,01","3589,64","539,83","379,547","9,93954","1,68373","300,329","302,737","302,105","3,8890993214"
"53,63","15,74","4970,03","665,781","413,7113333333","10,6577","1,75206","301,563","296,057","299,487","1,69"
"48,21","23,46","3673,68","504,949","396,067","9,9126","1,66632","299,882","298,163","298,851","1,97"
"57,37","13,06","1943,64","304,2621217184","380,3258157303","9,51729","1,79653","206,469","200,847","199,072","1,1"
"56,7","11,65","3271,48","588,098","417,4993541667","9,37715","1,67845","300,336","300,572","297,593","1,49"
"64,03","6,26","2850,49","493,978","398,682","9,75377","1,62074","301,135","298,349","301,795","1,13"
"52,61","20,24","3385,54","526,738","406,519","8,7548611905","1,71539","250,298","249,346","247,94","3,27"
"57,41","11,81","1878,59","367,631","384,4020697674","9,87557","1,5292768116","250,752","251,07","252,556","3,65"
"64,03","6,26","1842,6455625","289,901","404,745","9,28475","1,5219594425","299,457","292,795","301,287","0,93"
"54,1","15,33","2719,58","491,233","405,85","9,51065","1,63686","300,884","301,359","298,467","1,91"
"56,47","13,93","2047,23","559,721","398,23","10,0257","1,7607","299,793","300,512","298,668","1,69"
"57,46","10,8","4877,38","614,39","404,721","10,0737","1,74401","299,581","296,224","301,186","4,09"
"48,46","24,9","3052,62","569,1760625","382,511","8,92237","1,73592","300,395","298,546","298,332","2,49"
"57,37","13,06","1799,87","273,5929570406","401,2875539326","9,34756","1,5290722634","200,059","200,1","198,707","1,1"
"52,17","19,6","2461,34","593,179","394,366","9,39067","1,71722","300,524","305,778","301,501","1,6"
"64,03","6,26","1629,2755329949","243,1287669173","401,406","9,48544","1,522265426","305,436","252,42","299,69","1,9"
"56,95","12,94","2627,56","521,884","397,714","9,98728","1,70045","250,472","258,464","249,593","3,6130186214"
"52,61","20,24","3538,86","556,544","415,7264883721","9,60433","1,68342","249,124","247,862","249,345","1,77"
"55,17","14,35","1074,76","543,981","402,46","9,6324","1,74153","250,135","249,543","249,972","3,4608219178"
"56,45","13,57","2279,99","560,237","408,928","9,94991","1,75748","249,867","253,093","251,456","1,28"
"48,81","25,31","3092,0392564706","536,716","384,453","10,0562","1,68649","301,958","300,328","298,555","1,86"
"57,46","10,8","4535,71","636,006","403,2899152542","10,0751","1,71321","299,237","254,373","301,624","2,08"
"64,03","6,26","3211,31","417,786","403,135","9,96977","1,71266","296,411","252,113","300,782","1,86"
"54,38","17,41","2172,44","558,749","402,926","9,77332","1,77191","249,764","248,786","249,2","2,88"
"54,77","15,21","4026,12","514,673","393,184","9,95705","1,69559","300,056","296,42","299,508","1,71"
"49,75","23,2","3143,59","519,08","383,96","9,87793","1,73572","298,255","299,077","302,909","1,96"
"52,33","16,95","3178,64","435,739","401,6","9,81667","1,72161","249,29","252,249","248,331",1
"48,81","25,31","2092,08","407,296","380,723","9,91713","1,71418","300,082","302,363","297,949","1,28"
"57,37","13,06","1691,5","292,0458926014","388,6753550562","9,44596","1,5254818107","199,731","203,919","202,03","1,1"
"57,46","10,8","942,732","569,667","399,9","9,58583","1,68946","250,264","295,895","296,568","1,12"
"59,38","8,1","3501,88","514,017","409,1506666667","9,85273","1,67879","300,551","297,407","297,36","2,57"
"52,17","19,6","1036,2854166667","264,93596633","401,4391666667","8,83528","1,5199240406","299,178","302,672","300,955","2,4"
"55,78","15,49","2545,91","453,712","377,3916666667","8,7549436513","1,5859","300,245","297,873","300,685","5,08"
"58,54","10,1","4811,72","491,058","404,326","9,44849","1,7454","249,972","251,829","249,609","1,83"
"55,73","12,53","3021,5","410,919","381,9095","8,93127","1,70317","298,773","295,092","299,542","1,71"
"56,08","14,93","1403,8635714286","530,396","401,953","10,1271","1,71163","251,147","246,313","251,807","3,04"
"64,03","6,26","780,2623198381","303,9627058824","407,3838247978","9,48653","1,5467088787","299,147","300,27","300,048","1,19"
"56,76","13,34","487,185","536,158","399,984","10,0394","1,67921","250,079","243,784","249,39","1,32"
"62,79","4,2","2827,2357142857","534,134","402,058","9,99149","1,65284","300,366","300,579","299,523","1,87"
"55,53","13,32","2009,6252894263","399,3048191742","395,6085105283","8,8823372879","1,5725565257","301,187","294,909","298,899","1,19"
"64,03","6,26","3737,51","566,505","397,38","10,233","1,68731","297,832","305,888","300,806","1,87"
"52,61","20,24","1504,682","412,625","395,547","9,54848","1,67872","250,135","250,935","251,118","3,59"
"47,41","27,74","3550,86","521,854","404,832","9,06915","1,68242","251,151","253,589","249,613","3,22"
"57,46","10,8","1010,59","534,957","378,292","9,95268","1,71364","300,173","251,859","301,245","2,08"
"55,66","14,66","2553,5","573,385","396,299","10,0198","1,77953","250,488","248,307","250,679","3,3265988909"
"64,03","6,26","3369,43","392,228","411,413","10,418","1,58175","299,205","305,659","303,006","1,07"
"52,67","17,88","3804,82","547,815","401,419","9,79038","1,71606","299,318","301,945","302,023","1,76"
"52,12","21,39","2812,5","519,217","397,5833653846","9,75719","1,71115","298,967","303,978","297,233","1,49"
"60,24","8,87","1377,4011533981","537,415","392,285","9,15438","1,77","249,719","248,291","250,159","1,31"
"54,38","17,41","697,2262361111","317,512446281","402,9919322034","9,37","1,5209426786","249,514","249,621","249,638","1,8263076069"
"53,64","19,08","2120,42","447,57","398,039","10,0205","1,66478","299,852","300,857","299,777","2,74"
"49,57","25,64","2299,23","507,948","395,781","9,45848","1,77629","251,694","248,419","248,398","4,3"
"64,03","6,26","3151,48","420,689","399,031","10,1165","1,63542","299,446","248,669","300,414","1,44"
"56,65","13,99","2553,3655789474","527,693","398,907","9,44495","1,72435","250,412","248,591","251,252","1,65"
"56,65","13,99","2296,04","547,485","399,025","9,88286","1,74637","250,191","248,577","251,005","1,3"
"55,99","15,13","4067,55","564,81","379,1575","9,75493","1,71653","300,1","299,582","298,393","2,25"
"53,54","18,74","2142,11","507,22","408,0320015601","9,75586","1,60647","249,969","254,623","250,488","3,7149475632"
"49,36","25,87","5496,13","551,669","402,118","10,4915","1,69545","301,529","302,705","299,551","1,27"
"64,03","6,26","1416,26","406,952","400,594","9,47001","1,62331","248,975",244,"249,823","1,88"
"49,93","22,49","2913,47","564,246","400,993","9,09966","1,71351","299,288","298,869","299,846","1,04"
"48,81","25,31","3109,11","401,845","381,496","10,0735","1,71155","299,51","295,228","301,563","1,14"
"55,17","14,35","303,8183225806","505,532","396,105","9,32936","1,68315","250,448","254,837","248,618","2,9105479452"
"55,87","12,85","1776,86","487,497","402,456","9,51431","1,68809","219,774","218,581","221,673","1,79"
"56,64","13,52","1678,5057942857","250,2430409357","396,832","10,7597","1,5201557026","299,677","298,745","298,783","3,14"
"51,34","23,16","3611,03","494,946","392,59","9,15063","1,67796","299,276","300,208","303,091","1,88"
"51,62","19,01","3785,19","467,689","377,0697956989","10,0491","1,71532","300,669","298,607","299,624","3,6733436151"
"53,94","17,42","5223,87","503,231","396,195","10,073","1,69284","248,539","245,963","249,026","3,85"
"57,46","10,8","4772,7","595,694","399,335","10,5087","1,72471","250,006","248,43","251,452","2,21"
"64,03","6,26","2386,19","473,109","401,751","9,92978","1,62595","303,223","250,237","298,848","1,64"
"64,03","6,26","4780,58","557,043","402,858","10,1165","1,71728","300,086","297,383","298,638","1,3"
"52,11","18,64","967,46444","470,421","404,302","8,98726","1,5709","299,568","302,611","298,362","1,76"
"55,17","14,35","643,380956044","553,65","402,136","9,42982","1,75169","249,73","247,819","249,533","4,2544198895"
"52,41","21,29","3929,58","578,858","398,426","9,25481","1,69756","302,432","305,262","300,489","2,08"
"54,95","17,4","3369,63","618,408","403,594","10,098","1,76055","252,114","253,125","249,697","2,76"
"59,38","8,1","4324,9","585,077","402,807","9,89951","1,73809","300,227","300,245","302,274","4,12"
"55,99","13,35","4106,25","583,855","400,94","9,59536","1,70948","298,614","292,584","297,798","4,07"
"56,41","14,53","640,947","492,31","397,388","9,96771","1,67377","249,39","252,928","247,975","2,85"
"57,46","10,8","4619,79","517,898","396,089","10,5638","1,68686","249,055","249,93","250,697","1,54"
"53,41","18,37","3884,12","557,277","380,59","9,68738","1,72124","298,986","292,182","301,561","4,8025693161"
"52,11","18,64","4225,81","486,679","401,956","9,79685","1,69499","297,276","296,453","300,352","0,96"
"64,03","6,26","3113,21","532,769","394,565","10,1816","1,65628","298,703","289,685","299,095","1,57"
"64,03","6,26","3452,93","530,396","407,332","9,9188","1,64925","300,355","303,789","298,787","4,99"
"56,17","13,29","1818,25","462,148","400,507","8,88185","1,73254","250,136","249,066","248,502","2,52"
"64,03","6,26","3199,33","470,423","399,447","9,63475","1,71294","299,927","251,239","299,805","2,15"
"53,04","18,56","2496,77","577,964","397,31","9,40338","1,78238","249,337","251,021","250,245","2,21"
"56,39","13,53","2396,15","445,965","401,408","9,66609","1,78274","248,238","245,912","252,321","3,31"
"56,47","13,93","2024,27","541,588","385,364","9,69907","1,64571","299,345","307,281","301,114","1,09"
"52,61","20,24","762,4312991122","315,7254908062","404,2560781599","8,95638","1,5207612136","192,719471399","202,397837404","191,9894367575","5,03"
"48,52","26,91","3530,06","254,6295258621","406,3573589744","10,1908","1,5396867241","300,451","297,247","302,188","1,36"
"64,03","6,26","1226,2957959184","517,683","392,386","9,66492","1,7134","251,174","250,371","249,518","3,4952047189"
"55,17","14,35","2436,02","360,739","400,508","9,43331","1,5218385714","249,602","250,791","249,117","2,2645471349"
"52,14","18,29","5363,9","574,527","406,411","9,83137","1,6969","301,15","305,41","302,134","1,61"
"49,58","22,87","3130,93","525,859","401,648","9,55314","1,64726","300,629","298,337","302,275","1,1"
"49,36","25,87","4165,31","606,282","399,847","9,4762","1,74259","300,188","302,733","300,806","2,4"
"52,67","17,88","698,0569178905","248,0097065868","397,0985734024","9,29818","1,5199820921","177,4464705056","185,4883235083","202,3944787922","2,4"
"54,14","14,69","3331,57","517,945","377,666","9,48894","1,67974","299,718","300,536","298,795","2,47"
"49,93","22,17","2196,3","507,731","395,069","9,39431","1,7379","250,708","252,935","249,39","3,27"
"55,45","16,76","1823,37","515,696","402,295","10,1029","1,75879","300,146","299,203","300,929","2,06"
"49,36","25,87","1044,4815","563,965","399,782","8,93089","1,70569","297,775","294,565","298,961","2,5"
"64,03","6,26","817,2053028169","477,6630384615","388,4337407407","9,92972","1,5969180488","299,151","302,746","299,629","1,48"
"48,81","25,31","2321,32","271,3789385965","381,2941111111","9,48828","1,5874139474","299,586","291,431","300,846","0,66"
"50,99","22,93","1824,33","458,984","400,074","10,3052","1,71924","298,628","299,851","300,812","1,59"
"57,46","10,8","4506,36","470,128","398,845","10,3808","1,71083","250,666","250,343","250,461","3,12"
"55,87","12,85","1122,49","468,284","397,577","9,43747","1,65067","220,36","219,7","218,189","1,79"
"64,03","6,26","379,7823529412","413,886","394,922","10,3085","1,66467","300,373","301,176","298,835","1,18"
"64,03","6,26","3796,77","534,793","403,8381877095","9,99132","1,66534","250,16","249,616","251,916","1,17"
"53,51","16,52","2399,08","557,448","404,422","10,2167","1,76914","249,671","254,288","248,853","5,2"
"56,96","12,49","3246,86","426,975","394,663","9,17262","1,66936","300,891","296,144","298,999","1,86"
"58,95","8,94","4672,07","325,378","393,955","10,0239","1,71059","250,796","249,126","252,312","2,48"
"56,42","12,99","4065,14","453,552","408,896","10,0669","1,75726","249,478","243,787","248,005","1,94"
56,"13,81","3963,14","424,851","399,88","9,8378","1,75055","300,299","301,533","299,656","1,17"
"50,7","23,17","3373,36","328,781","400,997","9,22607","1,5205577075","299,7","299,268","298,049","1,33"
"46,76","27,94","4067,55","518,907","399,257","9,92914","1,63072","297,871","305,832","301,994","1,87"
"56,41","14,53","4228,83","498,456","398,846","9,44546","1,67198","250,126","249,443","248,457","4,19"
"52,75","19,18","2071,73","601,829","403,449","10,1107","1,5853","299,126","299,041","297,737","4,0519793733"
"64,03","6,26","2948,88","447,006","400,799","9,81358","1,71259","299,004","252,221","300,893","1,92"
"54,3","20,14","2105,52","562,3","396,446","9,52751","1,75946","200,111","195,537","201,082","1,78"
"48,46","24,9","2555,75","410,085","378,6597587413","8,93289","1,62569","299,497","298,393","301,701","1,26"
"48,73","26,32","5005,03","566,319","399,107","9,67969","1,68589","300,998","299,605","300,433","2,25"
"51,34","23,16","838,7174782609","530,345","378,6795","9,8849","1,67905","300,885","302,893","299,023","5,13"
